area,perimeter,circularity,solidity,extent,eccentricity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,mean_B,std_B,mean_G,std_G,mean_R,std_R,mean_H,std_H,mean_S,std_S,mean_V,std_V,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
45931.0,869.4112485647202,0.763598831606914,0.9790154639724611,0.7758352758352758,0.7352976632515319,3.1626491747670324,7.146194265038539,9.960777667428061,9.99838252211531,-9.999999999999998,-9.999999748929561,9.999999999999996,109.27000885204137,25.294664462892403,139.1526221473757,22.020263076701507,156.02830494202993,17.522919268907955,19.465790098667874,2.323070979002025,78.38493425740009,27.868169761090368,156.02830494202993,17.522919268907955,20.44109185518618,0.7290486419304703,0.23064886276663252,0.9544158278047
41815.0,877.6610273122787,0.6821632788145072,0.9625477648358731,0.6052776330264605,0.8685047840432125,3.1010119787084056,6.653367922584384,9.955701511600354,9.991893089853718,9.999999999999968,9.999996730917008,9.999999999999982,128.79594158922814,21.580450670846485,161.3429736392945,15.146168051112166,175.85527688223024,13.305947995955416,20.916911625260763,3.036770417674019,68.75896074340983,24.499379345195777,175.85541911625262,13.306086723495486,19.867350912999253,0.7919258596241845,0.39329468584669963,0.9745149386630385
33117.5,768.4823168516159,0.7046925039019604,0.9776672374092225,0.762162846359201,0.8645976782906936,3.1095877096019278,6.69566450275384,9.936387161078638,9.995490149885848,-9.99999999999999,-9.999998548918157,9.999999999999984,135.63792897285663,18.33638361616904,160.79415281597514,12.307353877783813,170.9018294870262,10.81066000412747,20.960092072222885,5.662806004422971,53.176282434533064,18.58556314546432,170.9022778907091,10.811279304800475,27.519727854373585,0.7403527433701873,0.2568444393721257,0.9514667331171275
43089.5,874.0802961587906,0.7087264776087194,0.9797521600727603,0.7396577176599836,0.8657488847974308,3.105043459007844,6.6564493668492455,9.97755592402892,9.997809798304765,9.999999999999998,-9.999999957288509,-9.999999999999996,85.5745669526811,26.48050913876007,119.10121690322283,29.428553574551206,150.42225851717237,24.406604443715864,15.696648340272825,3.626505541956546,112.3100687814865,27.57192879880919,150.42225851717237,24.406604443715864,17.984157338381625,0.7210699535966141,0.25777885504374226,0.9575218552728149
50346.5,967.9869302511215,0.6752120147754453,0.9745269779820953,0.6012312064868222,0.8633392157768879,3.1016305734645484,6.662193167311791,9.901267807792715,9.989226029122063,9.999999999999948,9.999997774023857,-9.999999999999929,116.35188067700432,20.03044338518124,145.496581482868,18.068281147261388,160.03054006659704,17.014526497444354,20.142592556105058,2.79437024517485,70.10285106299135,21.264532591459542,160.03055976986582,17.01454441146461,16.581238527098286,0.7768771172845401,0.39536436424585664,0.9744625269872677
52695.0,923.6610280275345,0.7761649610141703,0.9752734541281857,0.6911272870352154,0.6293566822146146,3.185878230173343,7.59257876226905,9.961223476548108,9.999372472786069,-10.0,-9.999999957811868,10.0,115.11550850490704,23.503772689571687,152.2978883719178,19.769869127168647,168.63589956109783,16.178039438026104,20.956015597038824,2.2562007971402553,82.2594232109556,25.164758662120686,168.63589956109783,16.178039438026104,17.555389431229784,0.8144965048713747,0.3199463510330142,0.9722577600568605
34938.0,758.5828227996826,0.762960221510556,0.9888906185873395,0.7593896713615024,0.8306470602803429,3.1296921116957868,6.803786624139222,9.980852239307037,9.998043124323004,9.999999999999998,9.999999497425453,9.999999999999998,117.61677393745215,19.053692329129305,140.0144886444186,16.42754664115523,150.6183050270776,15.024993233982098,20.38699707958831,2.4135797543757174,56.82389633956166,16.202604865859318,150.6185035016587,15.025210570751458,22.761385672574157,0.787609737824935,0.2544349919905188,0.9494661365220519
47329.0,863.9797905683517,0.7967645895131731,0.9884198105819333,0.7582588355922971,0.7836024308435802,3.1595721280013183,7.062681408066491,9.985314464036735,9.999066577802566,10.0,9.999999789993337,-10.0,118.50620493040415,19.183687879733725,144.46113533456315,17.640939576412944,156.23706607412376,16.562620349277648,20.786391078316285,2.0281192660122604,62.49408854603388,15.247267629080858,156.2371079993292,16.562584310689815,19.45342663335359,0.7719577013315243,0.2535203773590373,0.9599815625780566
30991.0,694.2396758794785,0.808028341749386,0.9869745222929937,0.72834312573443,0.7211480818528397,3.176900337889355,7.299679554699438,9.989847927899193,9.99978576199207,-10.0,-9.999999953043696,-10.0,115.31512672185113,21.165656283926605,143.88254658186582,18.775782434575166,158.72018920387356,18.045626719292116,19.866630445204386,2.670408727485657,70.52075809389882,21.334757417532156,158.72022116398733,18.04561393178052,22.060331872318983,0.7046820204522467,0.26897540494646566,0.9580990393390432
34402.5,746.2813053131104,0.7762377197077778,0.9836311651179414,0.7292527821939586,0.6938997838397721,3.1748403609330906,7.327363368268486,9.965762414694337,9.999526536691878,-10.0,-9.999999930057516,10.0,121.68628862713476,23.694149407083632,149.94199809924257,17.667016390394384,161.50522708291334,13.939009794340686,21.125968378308325,4.639393912480685,64.3409555625954,24.793783267393714,161.50574547130145,13.93956742550944,22.58281801672991,0.8060884334816789,0.2851834617570089,0.9594162349615374
